0mM
-4.89
-4.89
-4.89
-5.5
-5.5
-5.5
-5.5
-6.11
-5.5
-5.5
-5.5
-5.5
-4.89
-4.89
-4.89
-4.89
-5.5
-4.89
-5.5
-4.89
-4.89
-5.5
-4.89
-4.89
-6.11
-5.5
-5.5
-5.5
-5.5
-4.89
-4.89
-6.11
-4.89
-4.89
-4.89
-5.5
-4.89
-4.89
-4.28
-4.89
-4.28
-4.28
-4.28
-4.28
-4.28
-4.28
-4.28
-4.28
-4.28
-4.28
-4.28
-4.89
-4.28
-1.83
-1.22
-1.83
-3.67
-4.28
-6.72
-7.33
-7.94
-8.55
-8.55
-8.55
-9.16
-9.16
-9.16
-9.16
-8.55
-7.33
-7.33
-7.33
-6.72
-6.11
-5.5
-4.89
-3.67
-2.45
-1.83
-0.61
1.22
3.05
4.88
6.71
8.55
11.6
13.43
15.87
18.93
21.98
25.03
28.09
31.14
32.97
35.42
37.25
39.69
40.3
41.52
42.74
43.96
44.57
45.8
45.8
46.41
46.41
47.02
47.63
47.63
48.24
48.85
48.85
49.46
48.85
50.07
50.07
50.68
51.9
51.9
51.9
53.12
53.12
53.12
53.73
54.35
53.12
54.35
53.73
54.96
54.35
54.35
54.96
54.96
55.57
56.18
56.79
56.79
57.4
56.79
57.4
57.4
58.01
57.4
57.4
57.4
56.79
56.79
57.4
57.4
58.01
57.4
58.62
58.62
59.23
58.62
58.62
59.23
58.62
59.23
58.62
58.01
58.62
58.62
58.01
58.01
58.01
58.62
58.62
58.62
58.62
59.23
59.23
59.23
59.23
59.23
58.62
59.23
58.62
58.62
57.4
58.01
58.01
58.01
57.4
58.01
57.4
57.4
57.4
56.79
56.18
56.18
56.18
55.57
55.57
54.96
54.35
54.96
54.35
54.35
53.73
53.73
54.35
53.73
53.73
53.73
53.73
52.51
53.12
52.51
52.51
51.9
51.29
51.29
51.29
50.68
50.07
50.07
49.46
48.85
48.24
48.24
47.02
47.02
47.02
47.02
47.02
46.41
46.41
45.8
45.8
45.8
45.8
45.19
44.57
44.57
43.96
43.35
42.74
42.13
41.52
41.52
41.52
40.91
40.91
40.91
40.3
39.69
39.69
40.3
39.69
39.08
39.08
38.47
37.86
37.86
36.64
36.64
36.64
36.03
36.03
35.42
36.03
35.42
35.42
35.42
35.42
35.42
34.8
34.8
34.8
34.19
32.97
32.97
32.36
32.36
32.36
32.36
31.75
31.75
31.75
31.75
31.75
31.14
31.75
31.14
31.14
31.14
31.14
31.14
30.53
30.53
30.53
29.92
29.31
29.31
29.31
29.31
29.31
29.31
28.7
29.31
29.31
29.31
28.7
28.7
29.92
29.31
29.92
29.31
29.31
29.92
29.92
29.31
29.31
29.92
29.92
29.92
29.31
29.31
29.31
29.92
29.31
29.31
29.31
29.31
28.7
28.7
28.7
28.7
28.7
28.7
28.7
28.7
29.31
28.7
28.7
28.7
29.31
28.7
29.31
28.7
29.31
29.31
28.7
29.31
29.92
29.92
26.87
26.26
25.03
25.64
26.26
26.26
27.48
27.48
28.09
28.7
29.31
29.92
30.53
30.53
31.14
31.75
31.75
32.36
32.36
32.36
32.97
32.36
32.36
31.75
31.75
31.75
31.14
31.14
29.92
29.92
29.31
29.92
29.92
29.92
28.7
29.92
29.31
29.31
29.31
29.31
29.31
28.7
28.7
28.7
28.09
28.7
28.7
28.09
28.09
28.09
28.7
28.09
28.7
28.7
28.7
28.7
29.31
29.92
29.31
29.92
29.92
29.31
29.92
29.31
29.92
30.53
30.53
30.53
31.14
31.14
31.14
31.75
31.75
31.75
31.14
31.14
30.53
31.14
30.53
31.14
31.14
31.14
31.14
31.14
31.14
31.75
31.14
31.75
31.75
31.14
31.14
31.14
31.14
30.53
30.53
30.53
29.92
29.92
29.92
29.31
29.92
29.31
29.92
29.31
29.31
28.7
28.7
28.7
27.48
28.09
27.48
27.48
26.87
26.26
26.26
26.87
26.26
26.26
26.26
25.64
25.64
25.03
25.03
23.81
23.2
23.2
22.59
21.98
21.98
21.98
21.37
21.37
21.37
20.76
20.76
20.15
19.54
18.93
18.93
18.32
17.71
17.71
17.1
16.48
16.48
15.87
15.26
14.65
14.65
13.43
13.43
12.82
12.21
12.21
11.6
10.99
10.99
10.99
10.38
10.38
10.38
9.16
9.16
8.55
8.55
7.94
7.33
7.33
6.1
6.1
6.1
5.49
5.49
4.27
4.27
4.88
4.27
3.66
3.66
3.66
3.05
3.05
3.05
2.44
2.44
1.83
1.83
1.22
1.22
0.61
0
0
-0.61
-0.61
-1.22
-1.22
-1.22
-1.22
-1.22
-1.22
-1.22
-1.83
-1.22
-1.22
-1.83
-1.83
-2.45
-2.45
-2.45
-2.45
-2.45
-3.06
-3.67
-3.67
-3.67
-3.67
-4.28
-4.89
-4.28
-4.28
-4.28
-4.89
-4.89
-4.89
-4.89
-4.89
-4.89
-4.28
-4.89
-4.89
-4.28
-4.28
-4.28
-4.28
-4.28
-4.89
-4.89
-4.89
-5.5
-4.89
-4.89
-4.89
-4.89
-5.5
-4.89
-4.89
-5.5
-4.89
-5.5
-4.28
-4.89
-4.89
-4.89
-4.89
-4.89
-4.89
-4.89
-4.28
-4.28
-4.28
-4.28
-4.28
-4.89
-4.89
-5.5
-5.5
-4.89
-4.89
-4.89
-4.28
-4.89
-4.28
-4.28
-4.28
-3.67
-3.67
-3.67
-3.67
-3.67
-3.67
-4.28
-4.28
-3.67
-4.28
-3.67
-4.28
-3.67
-4.28
-3.67
-3.67
-3.67
0
